Time [sec],Displacement [cm]
193.75,-8.28411
193.76,-8.3074
193.77,-8.32944
193.78,-8.35024
193.79,-8.36982
193.8,-8.3882
193.81,-8.40539
193.82,-8.42143
193.83,-8.43631
193.84,-8.45006
193.85,-8.46269
193.86,-8.47421
193.87,-8.48464
193.88,-8.49398
193.89,-8.50227
193.9,-8.5095
193.91,-8.51569
193.92,-8.52086
193.93,-8.52502
193.94,-8.5282
193.95,-8.5304
193.96,-8.53166
193.97,-8.53198
193.98,-8.53138
193.99,-8.52987
194,-8.52747
194.01,-8.5242
194.02,-8.52005
194.03,-8.51503
194.04,-8.50914
194.05,-8.5024
194.06,-8.4948
194.07,-8.48636
194.08,-8.47707
194.09,-8.46696
194.1,-8.45606
194.11,-8.44442
194.12,-8.43212
194.13,-8.4192
194.14,-8.40571
194.15,-8.39172
194.16,-8.37727
194.17,-8.36243
194.18,-8.34723
194.19,-8.33177
194.2,-8.31612
194.21,-8.30037
194.22,-8.2846
194.23,-8.2689
194.24,-8.25334
194.25,-8.23801
194.26,-8.22298
194.27,-8.20833
194.28,-8.19412
194.29,-8.18042
194.3,-8.16728
194.31,-8.15476
194.32,-8.14291
194.33,-8.1318
194.34,-8.12146
194.35,-8.11197
194.36,-8.10335
194.37,-8.09565
194.38,-8.08888
194.39,-8.08303
194.4,-8.07812
194.41,-8.07416
194.42,-8.07115
194.43,-8.0691
194.44,-8.06802
194.45,-8.06791
194.46,-8.06878
194.47,-8.07065
194.48,-8.07351
194.49,-8.07737
194.5,-8.08225
194.51,-8.08814
194.52,-8.09505
194.53,-8.10299
194.54,-8.11197
194.55,-8.12198
194.56,-8.13305
194.57,-8.14517
194.58,-8.15836
194.59,-8.17262
194.6,-8.18796
194.61,-8.20439
194.62,-8.22191
194.63,-8.24053
194.64,-8.26027
194.65,-8.28116
194.66,-8.30321
194.67,-8.32647
194.68,-8.35095
194.69,-8.37668
194.7,-8.40369
194.71,-8.43199
194.72,-8.46162
194.73,-8.49259
194.74,-8.52491
194.75,-8.5586
194.76,-8.59366
194.77,-8.63011
194.78,-8.66795
194.79,-8.70718
194.8,-8.74783
194.81,-8.78989
194.82,-8.83335
194.83,-8.87817
194.84,-8.92431
194.85,-8.9717
194.86,-9.02032
194.87,-9.0701
194.88,-9.12101
194.89,-9.17301
194.9,-9.22604
194.91,-9.28007
194.92,-9.33506
194.93,-9.39098
194.94,-9.44779
194.95,-9.50546
194.96,-9.56396
194.97,-9.62325
194.98,-9.68331
194.99,-9.74409
195,-9.80558
195.01,-9.86772
195.02,-9.93048
195.03,-9.99383
195.04,-10.05773
195.05,-10.12214
195.06,-10.18703
195.07,-10.25236
195.08,-10.3181
195.09,-10.38421
195.1,-10.45066
195.11,-10.51741
195.12,-10.58443
195.13,-10.65167
195.14,-10.7191
195.15,-10.78668
195.16,-10.85439
195.17,-10.92218
195.18,-10.99002
195.19,-11.05789
195.2,-11.12574
195.21,-11.19354
195.22,-11.26126
195.23,-11.32888
195.24,-11.39635
195.25,-11.46366
195.26,-11.53076
195.27,-11.59763
195.28,-11.66425
195.29,-11.73058
195.3,-11.79661
195.31,-11.8623
195.32,-11.92764
195.33,-11.9926
195.34,-12.05715
195.35,-12.12128
195.36,-12.18496
195.37,-12.24818
195.38,-12.31094
195.39,-12.37321
195.4,-12.435
195.41,-12.49629
195.42,-12.55707
195.43,-12.61734
195.44,-12.67709
195.45,-12.73631
195.46,-12.79498
195.47,-12.85311
195.48,-12.91067
195.49,-12.96765
195.5,-13.02405
195.51,-13.07985
195.52,-13.13505
195.53,-13.18963
195.54,-13.24359
195.55,-13.29691
195.56,-13.34958
195.57,-13.4016
195.58,-13.45294
195.59,-13.50361
195.6,-13.5536
195.61,-13.60288
195.62,-13.65146
195.63,-13.69933
195.64,-13.74648
195.65,-13.7929
195.66,-13.8386
195.67,-13.88357
195.68,-13.9278
195.69,-13.9713
195.7,-14.01406
195.71,-14.05608
195.72,-14.09735
195.73,-14.13786
195.74,-14.1776
195.75,-14.21656
195.76,-14.25471
195.77,-14.29204
195.78,-14.32855
195.79,-14.36421
195.8,-14.39901
195.81,-14.43294
195.82,-14.46596
195.83,-14.49802
195.84,-14.52909
195.85,-14.5591
195.86,-14.58801
195.87,-14.61578
195.88,-14.64236
195.89,-14.66771
195.9,-14.69179
195.91,-14.71455
195.92,-14.73596
195.93,-14.75597
195.94,-14.77456
195.95,-14.79167
195.96,-14.80729
195.97,-14.82137
195.98,-14.83387
195.99,-14.84477
196,-14.85405
196.01,-14.86169
196.02,-14.86768
196.03,-14.87203
196.04,-14.87473
196.05,-14.87576
196.06,-14.87513
196.07,-14.87283
196.08,-14.86885
196.09,-14.86321
196.1,-14.85593
196.11,-14.84703
196.12,-14.83656
196.13,-14.82453
196.14,-14.81097
196.15,-14.79591
196.16,-14.77938
196.17,-14.76139
196.18,-14.74198
196.19,-14.72115
196.2,-14.69891
196.21,-14.67529
196.22,-14.65028
196.23,-14.6239
196.24,-14.59617
196.25,-14.56708
196.26,-14.53667
196.27,-14.50494
196.28,-14.47193
196.29,-14.43765
196.3,-14.40215
196.31,-14.36545
196.32,-14.32757
196.33,-14.28856
196.34,-14.24843
196.35,-14.2072
196.36,-14.16492
196.37,-14.12158
196.38,-14.07721
196.39,-14.03182
196.4,-13.98543
196.41,-13.93804
196.42,-13.88968
196.43,-13.84036
196.44,-13.79009
196.45,-13.73887
196.46,-13.68673
196.47,-13.63365
196.48,-13.57964
196.49,-13.52469
196.5,-13.46881
196.51,-13.412
196.52,-13.35426
196.53,-13.29559
196.54,-13.23599
196.55,-13.17546
196.56,-13.11397
196.57,-13.05152
196.58,-12.9881
196.59,-12.9237
196.6,-12.85831
196.61,-12.79191
196.62,-12.72451
196.63,-12.65608
196.64,-12.58664
196.65,-12.51617
196.66,-12.44468
196.67,-12.37215
196.68,-12.2986
196.69,-12.22401
196.7,-12.14839
196.71,-12.07173
196.72,-11.99404
196.73,-11.91529
196.74,-11.83549
196.75,-11.75463
196.76,-11.67269
196.77,-11.58967
196.78,-11.50555
196.79,-11.42034
196.8,-11.33403
196.81,-11.24661
196.82,-11.15809
196.83,-11.06851
196.84,-10.97788
196.85,-10.88622
196.86,-10.79356
196.87,-10.69991
196.88,-10.6053
196.89,-10.50975
196.9,-10.41329
196.91,-10.31593
196.92,-10.21772
196.93,-10.11868
196.94,-10.01884
196.95,-9.91825
196.96,-9.81692
196.97,-9.71489
196.98,-9.61219
196.99,-9.50884
197,-9.40488
197.01,-9.30034
197.02,-9.19524
197.03,-9.08961
197.04,-8.98349
197.05,-8.87689
197.06,-8.76985
197.07,-8.66239
197.08,-8.55454
197.09,-8.44633
197.1,-8.33779
197.11,-8.22896
197.12,-8.11987
197.13,-8.01056
197.14,-7.90104
197.15,-7.79136
197.16,-7.68155
197.17,-7.57162
197.18,-7.46162
197.19,-7.35156
197.2,-7.24145
197.21,-7.13133
197.22,-7.0212
197.23,-6.91108
197.24,-6.80101
197.25,-6.69099
197.26,-6.58104
197.27,-6.47119
197.28,-6.36148
197.29,-6.25192
197.3,-6.14257
197.31,-6.03344
197.32,-5.92457
197.33,-5.81598
197.34,-5.70771
197.35,-5.59978
197.36,-5.49221
197.37,-5.38498
197.38,-5.27809
197.39,-5.17154
197.4,-5.06532
197.41,-4.95942
197.42,-4.85385
197.43,-4.74858
197.44,-4.64362
197.45,-4.53896
197.46,-4.43459
197.47,-4.33049
197.48,-4.22664
197.49,-4.12305
197.5,-4.01969
197.51,-3.91655
197.52,-3.81362
197.53,-3.71089
197.54,-3.60835
197.55,-3.50599
197.56,-3.40381
197.57,-3.3018
197.58,-3.19995
197.59,-3.09826
197.6,-2.99672
197.61,-2.89533
197.62,-2.79407
197.63,-2.69295
197.64,-2.59194
197.65,-2.49105
197.66,-2.39025
197.67,-2.28953
197.68,-2.18889
197.69,-2.08832
197.7,-1.98779
197.71,-1.8873
197.72,-1.78685
197.73,-1.68643
197.74,-1.58602
197.75,-1.48564
197.76,-1.38526
197.77,-1.28489
197.78,-1.18452
197.79,-1.08414
197.8,-0.98376
197.81,-0.88336
197.82,-0.78294
197.83,-0.68249
197.84,-0.582
197.85,-0.48147
197.86,-0.38089
197.87,-0.28025
197.88,-0.17955
197.89,-0.07877
197.9,0.02207
197.91,0.12299
197.92,0.22397
197.93,0.32502
197.94,0.42613
197.95,0.52729
197.96,0.6285
197.97,0.72977
197.98,0.83107
197.99,0.93242
198,1.03381
198.01,1.13524
198.02,1.2367
198.03,1.3382
198.04,1.43973
198.05,1.54129
198.06,1.64288
198.07,1.74449
198.08,1.84613
198.09,1.9478
198.1,2.04949
198.11,2.1512
198.12,2.25293
198.13,2.35468
198.14,2.45645
198.15,2.55824
198.16,2.66004
198.17,2.76186
198.18,2.86368
198.19,2.96551
198.2,3.06734
198.21,3.16916
198.22,3.27096
198.23,3.37275
198.24,3.47451
198.25,3.57624
198.26,3.67793
198.27,3.77959
198.28,3.88121
198.29,3.98279
198.3,4.08433
198.31,4.18583
198.32,4.28728
198.33,4.38868
198.34,4.49005
198.35,4.59137
198.36,4.69267
198.37,4.79397
198.38,4.89532
198.39,4.99675
198.4,5.09827
198.41,5.19992
198.42,5.30173
198.43,5.40373
198.44,5.50594
198.45,5.6084
198.46,5.71113
198.47,5.81418
198.48,5.91758
198.49,6.02135
198.5,6.12552
198.51,6.23014
198.52,6.33522
198.53,6.44078
198.54,6.54679
198.55,6.6532
198.56,6.75993
198.57,6.86693
198.58,6.97412
198.59,7.08145
198.6,7.18886
198.61,7.29629
198.62,7.40368
198.63,7.51097
198.64,7.61811
198.65,7.72502
198.66,7.83164
198.67,7.93793
198.68,8.04382
198.69,8.14926
198.7,8.25418
198.71,8.35854
198.72,8.46228
198.73,8.56536
198.74,8.66775
198.75,8.76939
198.76,8.87024
198.77,8.97026
198.78,9.06942
198.79,9.16767
198.8,9.26497
198.81,9.36129
198.82,9.45659
198.83,9.55084
198.84,9.64399
198.85,9.73602
198.86,9.82689
198.87,9.91656
198.88,10.00502
198.89,10.09221
198.9,10.17812
198.91,10.26271
198.92,10.34597
198.93,10.42787
198.94,10.50838
198.95,10.58749
198.96,10.66516
198.97,10.74138
198.98,10.81612
198.99,10.88936
199,10.96107
199.01,11.03122
199.02,11.09978
199.03,11.16671
199.04,11.232
199.05,11.29562
199.06,11.35753
199.07,11.41772
199.08,11.47615
199.09,11.53281
199.1,11.58768
199.11,11.64073
199.12,11.69196
199.13,11.74133
199.14,11.78884
199.15,11.83446
199.16,11.87817
199.17,11.91997
199.18,11.95984
199.19,11.99776
199.2,12.03374
199.21,12.06775
199.22,12.09978
199.23,12.12983
199.24,12.15789
199.25,12.18395
199.26,12.20801
199.27,12.23011
199.28,12.25027
199.29,12.26854
199.3,12.28495
199.31,12.29952
199.32,12.3123
199.33,12.3233
199.34,12.33258
199.35,12.34015
199.36,12.34605
199.37,12.35031
199.38,12.35295
199.39,12.354
199.4,12.3535
199.41,12.35147
199.42,12.34793
199.43,12.34291
199.44,12.33645
199.45,12.32857
199.46,12.3193
199.47,12.30867
199.48,12.29671
199.49,12.28344
199.5,12.26889
199.51,12.25309
199.52,12.23607
199.53,12.21785
199.54,12.19849
199.55,12.17801
199.56,12.15646
199.57,12.13388
199.58,12.11031
199.59,12.08579
199.6,12.06037
199.61,12.03407
199.62,12.00694
199.63,11.97901
199.64,11.95032
199.65,11.92089
199.66,11.89077
199.67,11.85997
199.68,11.82853
199.69,11.79649
199.7,11.76387
199.71,11.7307
199.72,11.69703
199.73,11.66287
199.74,11.62828
199.75,11.59328
199.76,11.55791
199.77,11.5222
199.78,11.48619
199.79,11.4499
199.8,11.41338
199.81,11.37666
199.82,11.33978
199.83,11.30279
199.84,11.26574
199.85,11.22865
199.86,11.19158
199.87,11.15457
199.88,11.11765
199.89,11.08086
199.9,11.04422
199.91,11.00774
199.92,10.97145
199.93,10.93533
199.94,10.89942
199.95,10.86371
199.96,10.82823
199.97,10.79298
199.98,10.75797
199.99,10.72319
200,10.68864
200.01,10.65428
200.02,10.62011
200.03,10.58612
200.04,10.55227
200.05,10.51857
200.06,10.485
200.07,10.45154
200.08,10.41818
200.09,10.38492
200.1,10.35174
200.11,10.31864
200.12,10.28562
200.13,10.25266
200.14,10.21976
200.15,10.18691
200.16,10.15411
200.17,10.12134
200.18,10.08859
200.19,10.05586
200.2,10.02311
200.21,9.99035
200.22,9.95756
200.23,9.92474
200.24,9.89186
200.25,9.85891
200.26,9.82589
200.27,9.79279
200.28,9.75958
200.29,9.72627
200.3,9.69283
200.31,9.65926
200.32,9.62554
200.33,9.59166
200.34,9.55762
200.35,9.52341
200.36,9.489
200.37,9.45441
200.38,9.41961
200.39,9.38459
200.4,9.34936
200.41,9.3139
200.42,9.2782
200.43,9.24225
200.44,9.20606
200.45,9.1696
200.46,9.13289
200.47,9.0959
200.48,9.05864
200.49,9.02111
200.5,8.98329
200.51,8.94518
200.52,8.90679
200.53,8.86809
200.54,8.82909
200.55,8.78977
200.56,8.75013
200.57,8.71016
200.58,8.66985
200.59,8.62919
200.6,8.58819
200.61,8.54682
200.62,8.5051
200.63,8.46301
200.64,8.42056
200.65,8.37776
200.66,8.33461
200.67,8.2911
200.68,8.24725
200.69,8.20305
200.7,8.15851
200.71,8.11364
200.72,8.06846
200.73,8.02299
200.74,7.97727
200.75,7.93131
200.76,7.88514
200.77,7.83878
200.78,7.79225
200.79,7.74559
200.8,7.6988
200.81,7.6519
200.82,7.60492
200.83,7.55787
200.84,7.51076
200.85,7.46361
200.86,7.41644
200.87,7.36926
200.88,7.32209
200.89,7.27494
200.9,7.22783
200.91,7.18079
200.92,7.13382
200.93,7.08695
200.94,7.0402
200.95,6.99357
200.96,6.9471
200.97,6.90079
200.98,6.85466
200.99,6.80869
201,6.76288
201.01,6.7172
201.02,6.67165
201.03,6.6262
201.04,6.58085
201.05,6.53559
201.06,6.4904
201.07,6.44526
201.08,6.40018
201.09,6.35514
201.1,6.31014
201.11,6.26517
201.12,6.22023
201.13,6.17532
201.14,6.13042
201.15,6.08553
201.16,6.04065
201.17,5.99577
201.18,5.95091
201.19,5.90605
201.2,5.86121
201.21,5.81638
201.22,5.77156
201.23,5.72676
201.24,5.68197
201.25,5.6372
201.26,5.59246
201.27,5.54777
201.28,5.50313
201.29,5.45856
201.3,5.41408
201.31,5.36969
201.32,5.32542
201.33,5.28126
201.34,5.23724
201.35,5.19336
201.36,5.14963
201.37,5.10604
201.38,5.06261
201.39,5.01933
201.4,4.9762
201.41,4.93324
201.42,4.89045
201.43,4.84782
201.44,4.80538
201.45,4.76314
201.46,4.72113
201.47,4.67935
201.48,4.63785
201.49,4.59662
201.5,4.55569
201.51,4.51508
201.52,4.4748
201.53,4.43485
201.54,4.39522
201.55,4.35591
201.56,4.31688
201.57,4.27814
201.58,4.23967
201.59,4.20146
201.6,4.16349
201.61,4.12576
201.62,4.08824
201.63,4.05091
201.64,4.01373
201.65,3.97668
201.66,3.93972
201.67,3.90282
201.68,3.86597
201.69,3.82913
201.7,3.79227
201.71,3.75537
201.72,3.71841
201.73,3.68136
201.74,3.6442
201.75,3.60689
201.76,3.56943
201.77,3.53178
201.78,3.49393
201.79,3.45585
201.8,3.41753
201.81,3.37893
201.82,3.34004
201.83,3.30083
201.84,3.26129
201.85,3.2214
201.86,3.18112
201.87,3.14046
201.88,3.09937
201.89,3.05785
201.9,3.01587
201.91,2.9734
201.92,2.93041
201.93,2.88689
201.94,2.8428
201.95,2.79813
201.96,2.75285
201.97,2.70694
201.98,2.66039
201.99,2.61317
202,2.56527
202.01,2.51669
202.02,2.4674
202.03,2.41741
202.04,2.36669
202.05,2.31524
202.06,2.26304
202.07,2.21008
202.08,2.15636
202.09,2.10184
202.1,2.04652
202.11,1.99039
202.12,1.93343
202.13,1.87562
202.14,1.81695
202.15,1.75742
202.16,1.69703
202.17,1.63579
202.18,1.57374
202.19,1.51093
202.2,1.44736
202.21,1.38309
202.22,1.31814
202.23,1.25253
202.24,1.18631
202.25,1.1195
202.26,1.05213
202.27,0.98423
202.28,0.91584
202.29,0.84699
202.3,0.77771
202.31,0.70803
202.32,0.63798
202.33,0.56759
202.34,0.49689
202.35,0.42591
202.36,0.35468
202.37,0.28323
202.38,0.21159
202.39,0.13979
202.4,0.06786
202.41,-0.00417
202.42,-0.07627
202.43,-0.14842
202.44,-0.2206
202.45,-0.29278
202.46,-0.36494
202.47,-0.43707
202.48,-0.50915
202.49,-0.58115
202.5,-0.65305
202.51,-0.72485
202.52,-0.79651
202.53,-0.86804
202.54,-0.93941
202.55,-1.01064
202.56,-1.0817
202.57,-1.15259
202.58,-1.2233
202.59,-1.29383
202.6,-1.36417
202.61,-1.43431
202.62,-1.50424
202.63,-1.57395
202.64,-1.64341
202.65,-1.71263
202.66,-1.78157
202.67,-1.85024
202.68,-1.91861
202.69,-1.98668
202.7,-2.05443
202.71,-2.12185
202.72,-2.18893
202.73,-2.25566
202.74,-2.32203
202.75,-2.38803
202.76,-2.45366
202.77,-2.5189
202.78,-2.58374
202.79,-2.64817
202.8,-2.71219
202.81,-2.77577
202.82,-2.8389
202.83,-2.90158
202.84,-2.96378
202.85,-3.02549
202.86,-3.08671
202.87,-3.14741
202.88,-3.20759
202.89,-3.26723
202.9,-3.32634
202.91,-3.38489
202.92,-3.44289
202.93,-3.50033
202.94,-3.55719
202.95,-3.61348
202.96,-3.66919
202.97,-3.7243
202.98,-3.77882
202.99,-3.83273
203,-3.88603
203.01,-3.93872
203.02,-3.99079
203.03,-4.04222
203.04,-4.09303
203.05,-4.1432
203.06,-4.19272
203.07,-4.24159
203.08,-4.28979
203.09,-4.33731
203.1,-4.38414
203.11,-4.43026
203.12,-4.47567
203.13,-4.52034
203.14,-4.56428
203.15,-4.60746
203.16,-4.64989
203.17,-4.69155
203.18,-4.73246
203.19,-4.7726
203.2,-4.81198
203.21,-4.8506
203.22,-4.88845
203.23,-4.92554
203.24,-4.96186
203.25,-4.99741
203.26,-5.03218
203.27,-5.06617
203.28,-5.09937
203.29,-5.13178
203.3,-5.16338
203.31,-5.19417
203.32,-5.22414
203.33,-5.25329
203.34,-5.28162
203.35,-5.30911
203.36,-5.33576
203.37,-5.36157
203.38,-5.38652
203.39,-5.41061
203.4,-5.43384
203.41,-5.4562
203.42,-5.47768
203.43,-5.49828
203.44,-5.51801
203.45,-5.53687
203.46,-5.55486
203.47,-5.57199
203.48,-5.58825
203.49,-5.60366
203.5,-5.61822
203.51,-5.63193
203.52,-5.64481
203.53,-5.65689
203.54,-5.6682
203.55,-5.67879
203.56,-5.68868
203.57,-5.69791
203.58,-5.70652
203.59,-5.71453
203.6,-5.72197
203.61,-5.72889
203.62,-5.7353
203.63,-5.74124
203.64,-5.74673
203.65,-5.7518
203.66,-5.75648
203.67,-5.76079
203.68,-5.76476
203.69,-5.76842
203.7,-5.77178
203.71,-5.77488
203.72,-5.77773
203.73,-5.78035
203.74,-5.78276
203.75,-5.78499
203.76,-5.78705
203.77,-5.78896
203.78,-5.79075
203.79,-5.79244
203.8,-5.79404
203.81,-5.79559
203.82,-5.79711
203.83,-5.79863
203.84,-5.80018
203.85,-5.80178
203.86,-5.80345
203.87,-5.80522
203.88,-5.80711
203.89,-5.80914
203.9,-5.81133
203.91,-5.8137
203.92,-5.81626
203.93,-5.81903
203.94,-5.82202
203.95,-5.82526
203.96,-5.82875
203.97,-5.83253
203.98,-5.83659
203.99,-5.84098
204,-5.8457
204.01,-5.85079
204.02,-5.85626
204.03,-5.86213
204.04,-5.86843
204.05,-5.87517
204.06,-5.88237
204.07,-5.89004
204.08,-5.89819
204.09,-5.9068
204.1,-5.9159
204.11,-5.92548
204.12,-5.93555
204.13,-5.94611
204.14,-5.95716
204.15,-5.96871
204.16,-5.98076
204.17,-5.99333
204.18,-6.00642
204.19,-6.02006
204.2,-6.03425
204.21,-6.04899
204.22,-6.0643
204.23,-6.08019
204.24,-6.09667
204.25,-6.11373
204.26,-6.13138
204.27,-6.14961
204.28,-6.16842
204.29,-6.1878
204.3,-6.20776
204.31,-6.22829
204.32,-6.24938
204.33,-6.27103
204.34,-6.29325
204.35,-6.31601
204.36,-6.33932
204.37,-6.36318
204.38,-6.38757
204.39,-6.41249
204.4,-6.43794
204.41,-6.46391
204.42,-6.49039
204.43,-6.51738
204.44,-6.54487
204.45,-6.57286
204.46,-6.60135
204.47,-6.63032
204.48,-6.65977
204.49,-6.6897
204.5,-6.7201
204.51,-6.75096
204.52,-6.78228
204.53,-6.81406
204.54,-6.84628
204.55,-6.87895
204.56,-6.91205
204.57,-6.94559
204.58,-6.97955
204.59,-7.01394
204.6,-7.04874
204.61,-7.08395
204.62,-7.11956
204.63,-7.15558
204.64,-7.19199
204.65,-7.22879
204.66,-7.26599
204.67,-7.30356
204.68,-7.34151
204.69,-7.37984
204.7,-7.41854
204.71,-7.45759
204.72,-7.49699
204.73,-7.53673
204.74,-7.57681
204.75,-7.61721
204.76,-7.65792
204.77,-7.69895
204.78,-7.74026
204.79,-7.78185
204.8,-7.82369
204.81,-7.86574
204.82,-7.90796
204.83,-7.95032
204.84,-7.99279
204.85,-8.03533
204.86,-8.07792
204.87,-8.12052
204.88,-8.1631
204.89,-8.20562
204.9,-8.24803
204.91,-8.2903
204.92,-8.33239
204.93,-8.37427
204.94,-8.41589
204.95,-8.45722
204.96,-8.49822
204.97,-8.53885
204.98,-8.57906
204.99,-8.61881
205,-8.65805
205.01,-8.69673
205.02,-8.73479
205.03,-8.77221
205.04,-8.80893
205.05,-8.8449
205.06,-8.88007
205.07,-8.91436
205.08,-8.94771
205.09,-8.98002
205.1,-9.01123
205.11,-9.04126
205.12,-9.07003
205.13,-9.09748
205.14,-9.12353
205.15,-9.14813
205.16,-9.17124
205.17,-9.1928
205.18,-9.21279
205.19,-9.23117
205.2,-9.24791
205.21,-9.26297
205.22,-9.27632
205.23,-9.28792
205.24,-9.29776
205.25,-9.3058
205.26,-9.31203
205.27,-9.31644
205.28,-9.31902
205.29,-9.31975
205.3,-9.31862
205.31,-9.31562
205.32,-9.31073
205.33,-9.30393
205.34,-9.29523
205.35,-9.2846
205.36,-9.27204
205.37,-9.25752
205.38,-9.24105
205.39,-9.22261
205.4,-9.20218
205.41,-9.17977
205.42,-9.15536
205.43,-9.12895
205.44,-9.10054
205.45,-9.07014
205.46,-9.03774
205.47,-9.00334
205.48,-8.96695
205.49,-8.92858
205.5,-8.88821
205.51,-8.84587
205.52,-8.80157
205.53,-8.75533
205.54,-8.70718
205.55,-8.65714
205.56,-8.60524
205.57,-8.55151
205.58,-8.49597
205.59,-8.43864
205.6,-8.37954
205.61,-8.3187
205.62,-8.25613
205.63,-8.19184
205.64,-8.12585
205.65,-8.05816
205.66,-7.98881
205.67,-7.9178
205.68,-7.84514
205.69,-7.77086
205.7,-7.69499
205.71,-7.61756
205.72,-7.53863
205.73,-7.45823
205.74,-7.37641
205.75,-7.2932
205.76,-7.20865
205.77,-7.12279
205.78,-7.03566
205.79,-6.94731
205.8,-6.85778
205.81,-6.7671
205.82,-6.67532
205.83,-6.58248
205.84,-6.48862
205.85,-6.39377
205.86,-6.29798
205.87,-6.20129
205.88,-6.10373
205.89,-6.00536
205.9,-5.90621
205.91,-5.80633
205.92,-5.70576
205.93,-5.60455
205.94,-5.50274
205.95,-5.40037
205.96,-5.29748
205.97,-5.19411
205.98,-5.09031
205.99,-4.98612
206,-4.88158
206.01,-4.77674
206.02,-4.67164
206.03,-4.56632
206.04,-4.46081
206.05,-4.35517
206.06,-4.24943
206.07,-4.14363
206.08,-4.03783
206.09,-3.93206
206.1,-3.82636
206.11,-3.72078
206.12,-3.61535
206.13,-3.51013
206.14,-3.40514
206.15,-3.30043
206.16,-3.19603
206.17,-3.09197
206.18,-2.9883
206.19,-2.88505
206.2,-2.78225
206.21,-2.67993
206.22,-2.57813
206.23,-2.47688
206.24,-2.37622
206.25,-2.27618
206.26,-2.1768
206.27,-2.07811
206.28,-1.98015
206.29,-1.88295
206.3,-1.78654
206.31,-1.69096
206.32,-1.59624
206.33,-1.50239
206.34,-1.40939
206.35,-1.31721
206.36,-1.22583
206.37,-1.13524
206.38,-1.04539
206.39,-0.95628
206.4,-0.86788
206.41,-0.78017
206.42,-0.69312
206.43,-0.60669
206.44,-0.52084
206.45,-0.43554
206.46,-0.35074
206.47,-0.26642
206.48,-0.18253
206.49,-0.09904
206.5,-0.01592
206.51,0.06687
206.52,0.14935
206.53,0.23154
206.54,0.31345
206.55,0.39511
206.56,0.47653
206.57,0.55774
206.58,0.63875
206.59,0.71958
206.6,0.80025
206.61,0.88078
206.62,0.96118
206.63,1.04149
206.64,1.1217
206.65,1.20185
206.66,1.28195
206.67,1.36201
206.68,1.44206
206.69,1.5221
206.7,1.60215
206.71,1.68222
206.72,1.7623
206.73,1.84241
206.74,1.92255
206.75,2.00273
206.76,2.08295
206.77,2.16322
206.78,2.24354
206.79,2.3239
206.8,2.40431
206.81,2.48476
206.82,2.56524
206.83,2.64574
206.84,2.72627
206.85,2.80681
206.86,2.88736
206.87,2.96791
206.88,3.04847
206.89,3.12901
206.9,3.20954
206.91,3.29004
206.92,3.37051
206.93,3.45095
206.94,3.53133
206.95,3.61167
206.96,3.69195
206.97,3.77216
206.98,3.85231
206.99,3.93238
207,4.01238
207.01,4.09229
207.02,4.17212
207.03,4.25185
207.04,4.33149
207.05,4.41103
207.06,4.49047
207.07,4.56978
207.08,4.64898
207.09,4.72805
207.1,4.80698
207.11,4.88576
207.12,4.9644
207.13,5.04287
207.14,5.12118
207.15,5.19932
207.16,5.27729
207.17,5.35508
207.18,5.43268
207.19,5.51009
207.2,5.58731
207.21,5.66433
207.22,5.74114
207.23,5.81776
207.24,5.89415
207.25,5.97034
207.26,6.0463
207.27,6.12204
207.28,6.19755
207.29,6.27283
207.3,6.34787
207.31,6.42267
207.32,6.49722
207.33,6.57153
207.34,6.64557
207.35,6.71936
207.36,6.79287
207.37,6.86612
207.38,6.93908
207.39,7.01175
207.4,7.08414
207.41,7.15622
207.42,7.22801
207.43,7.29948
207.44,7.37065
207.45,7.4415
207.46,7.51203
207.47,7.58224
207.48,7.65212
207.49,7.72167
207.5,7.79089
207.51,7.85976
207.52,7.92826
207.53,7.9964
207.54,8.06414
207.55,8.13149
207.56,8.19842
207.57,8.26491
207.58,8.33097
207.59,8.39657
207.6,8.46171
207.61,8.52637
207.62,8.59055
207.63,8.65424
207.64,8.71743
207.65,8.78012
207.66,8.84229
207.67,8.90394
207.68,8.96506
207.69,9.02565
207.7,9.08569
207.71,9.14517
207.72,9.20408
207.73,9.26242
207.74,9.32018
207.75,9.37733
207.76,9.43389
207.77,9.48983
207.78,9.54515
207.79,9.59983
207.8,9.65387
207.81,9.70726
207.82,9.75998
207.83,9.81203
207.84,9.86339
207.85,9.91407
207.86,9.96404
207.87,10.0133
207.88,10.06185
207.89,10.10969
207.9,10.15681
207.91,10.20323
207.92,10.24892
207.93,10.2939
207.94,10.33816
207.95,10.3817
207.96,10.42452
207.97,10.46661
207.98,10.50797
207.99,10.54859
208,10.58847
208.01,10.62759
208.02,10.66597
208.03,10.70358
208.04,10.74042
208.05,10.77651
208.06,10.81184
208.07,10.84643
208.08,10.8803
208.09,10.91345
208.1,10.94592
208.11,10.97769
208.12,11.0088
208.13,11.03926
208.14,11.06907
208.15,11.09826
208.16,11.12686
208.17,11.15489
208.18,11.18237
208.19,11.20932
208.2,11.23576
208.21,11.26173
208.22,11.28723
208.23,11.31228
208.24,11.33692
208.25,11.36115
208.26,11.38499
208.27,11.40845
208.28,11.43156
208.29,11.45433
208.3,11.47678
208.31,11.49891
208.32,11.52076
208.33,11.54232
208.34,11.56362
208.35,11.58466
208.36,11.60546
208.37,11.62603
208.38,11.64639
208.39,11.66653
208.4,11.68649
