Time [sec],Displacement [cm]
208.41,11.70626
208.42,11.72585
208.43,11.74527
208.44,11.76452
208.45,11.78361
208.46,11.80254
208.47,11.82132
208.48,11.83995
208.49,11.85843
208.5,11.87676
208.51,11.89497
208.52,11.91304
208.53,11.931
208.54,11.94884
208.55,11.96657
208.56,11.98421
208.57,12.00175
208.58,12.0192
208.59,12.03656
208.6,12.05384
208.61,12.071
208.62,12.08803
208.63,12.10491
208.64,12.12163
208.65,12.13816
208.66,12.15449
208.67,12.17061
208.68,12.18649
208.69,12.20212
208.7,12.21748
208.71,12.23256
208.72,12.24733
208.73,12.26178
208.74,12.27589
208.75,12.28965
208.76,12.30304
208.77,12.31604
208.78,12.32864
208.79,12.34083
208.8,12.35259
208.81,12.36392
208.82,12.3748
208.83,12.38523
208.84,12.39518
208.85,12.40465
208.86,12.41363
208.87,12.42211
208.88,12.43005
208.89,12.43745
208.9,12.44429
208.91,12.45054
208.92,12.45619
208.93,12.46121
208.94,12.4656
208.95,12.46934
208.96,12.4724
208.97,12.47479
208.98,12.47648
208.99,12.47746
209,12.47772
209.01,12.47726
209.02,12.47606
209.03,12.4741
209.04,12.47139
209.05,12.4679
209.06,12.46364
209.07,12.45858
209.08,12.45271
209.09,12.44603
209.1,12.43853
209.11,12.43019
209.12,12.42101
209.13,12.41098
209.14,12.40008
209.15,12.38832
209.16,12.37567
209.17,12.36213
209.18,12.3477
209.19,12.33236
209.2,12.3161
209.21,12.29891
209.22,12.2808
209.23,12.26174
209.24,12.24173
209.25,12.22075
209.26,12.1988
209.27,12.17586
209.28,12.15193
209.29,12.12698
209.3,12.10102
209.31,12.07404
209.32,12.04602
209.33,12.01697
209.34,11.98688
209.35,11.95576
209.36,11.9236
209.37,11.89041
209.38,11.85619
209.39,11.82093
209.4,11.78463
209.41,11.7473
209.42,11.70892
209.43,11.66949
209.44,11.62898
209.45,11.5874
209.46,11.54474
209.47,11.50097
209.48,11.4561
209.49,11.41012
209.5,11.36303
209.51,11.31482
209.52,11.26553
209.53,11.21517
209.54,11.16375
209.55,11.11129
209.56,11.0578
209.57,11.00329
209.58,10.94779
209.59,10.8913
209.6,10.83386
209.61,10.77546
209.62,10.71615
209.63,10.65593
209.64,10.59482
209.65,10.53285
209.66,10.47003
209.67,10.40639
209.68,10.34193
209.69,10.27668
209.7,10.21064
209.71,10.14384
209.72,10.07628
209.73,10.00798
209.74,9.93896
209.75,9.86922
209.76,9.79879
209.77,9.72767
209.78,9.6559
209.79,9.58349
209.8,9.51048
209.81,9.43689
209.82,9.36276
209.83,9.2881
209.84,9.21295
209.85,9.13732
209.86,9.06126
209.87,8.98478
209.88,8.90791
209.89,8.83068
209.9,8.75313
209.91,8.67528
209.92,8.59715
209.93,8.51878
209.94,8.44019
209.95,8.3614
209.96,8.28245
209.97,8.20334
209.98,8.1241
209.99,8.04475
210,7.9653
210.01,7.88577
210.02,7.80619
210.03,7.72657
210.04,7.64692
210.05,7.56726
210.06,7.48759
210.07,7.40794
210.08,7.3283
210.09,7.24869
210.1,7.16912
210.11,7.08959
210.12,7.01012
210.13,6.93071
210.14,6.85138
210.15,6.77213
210.16,6.69299
210.17,6.61397
210.18,6.53508
210.19,6.45634
210.2,6.37775
210.21,6.29933
210.22,6.2211
210.23,6.14305
210.24,6.06521
210.25,5.98758
210.26,5.91016
210.27,5.83297
210.28,5.75601
210.29,5.67929
210.3,5.60281
210.31,5.52659
210.32,5.45063
210.33,5.37495
210.34,5.29954
210.35,5.22443
210.36,5.14963
210.37,5.07513
210.38,5.00096
210.39,4.92711
210.4,4.85361
210.41,4.78045
210.42,4.70765
210.43,4.63521
210.44,4.56314
210.45,4.49144
210.46,4.42012
210.47,4.34918
210.48,4.27864
210.49,4.20849
210.5,4.13874
210.51,4.06939
210.52,4.00044
210.53,3.93187
210.54,3.86369
210.55,3.7959
210.56,3.72849
210.57,3.66146
210.58,3.59481
210.59,3.52853
210.6,3.46261
210.61,3.39705
210.62,3.33184
210.63,3.26697
210.64,3.20244
210.65,3.13823
210.66,3.07434
210.67,3.01076
210.68,2.94749
210.69,2.88452
210.7,2.82183
210.71,2.75944
210.72,2.69732
210.73,2.63547
210.74,2.57389
210.75,2.51257
210.76,2.45149
210.77,2.39062
210.78,2.32992
210.79,2.26929
210.8,2.20866
210.81,2.14796
210.82,2.08712
210.83,2.02606
210.84,1.96472
210.85,1.90304
210.86,1.84096
210.87,1.77846
210.88,1.71553
210.89,1.65216
210.9,1.58833
210.91,1.52405
210.92,1.45928
210.93,1.39403
210.94,1.32829
210.95,1.26205
210.96,1.19532
210.97,1.1281
210.98,1.06043
210.99,0.9923
211,0.92373
211.01,0.85473
211.02,0.78531
211.03,0.71548
211.04,0.64526
211.05,0.57463
211.06,0.5036
211.07,0.43215
211.08,0.36028
211.09,0.28799
211.1,0.21528
211.11,0.14212
211.12,0.06854
211.13,-0.00549
211.14,-0.07995
211.15,-0.15484
211.16,-0.23015
211.17,-0.30587
211.18,-0.382
211.19,-0.45853
211.2,-0.53545
211.21,-0.61276
211.22,-0.69044
211.23,-0.7685
211.24,-0.84692
211.25,-0.92571
211.26,-1.00487
211.27,-1.08437
211.28,-1.16424
211.29,-1.24445
211.3,-1.325
211.31,-1.40589
211.32,-1.48713
211.33,-1.5687
211.34,-1.65063
211.35,-1.73289
211.36,-1.81551
211.37,-1.89847
211.38,-1.98179
211.39,-2.06545
211.4,-2.14947
211.41,-2.23384
211.42,-2.31858
211.43,-2.40369
211.44,-2.48916
211.45,-2.57501
211.46,-2.66124
211.47,-2.74786
211.48,-2.83486
211.49,-2.92225
211.5,-3.01004
211.51,-3.09821
211.52,-3.18676
211.53,-3.27569
211.54,-3.36499
211.55,-3.45466
211.56,-3.54469
211.57,-3.63509
211.58,-3.72584
211.59,-3.81695
211.6,-3.90843
211.61,-4.00027
211.62,-4.09248
211.63,-4.18508
211.64,-4.27805
211.65,-4.37142
211.66,-4.46517
211.67,-4.55932
211.68,-4.65386
211.69,-4.74879
211.7,-4.84412
211.71,-4.93984
211.72,-5.03596
211.73,-5.13246
211.74,-5.22935
211.75,-5.32663
211.76,-5.42429
211.77,-5.52233
211.78,-5.62075
211.79,-5.71953
211.8,-5.81867
211.81,-5.91817
211.82,-6.01801
211.83,-6.11819
211.84,-6.21869
211.85,-6.31952
211.86,-6.42064
211.87,-6.522
211.88,-6.62356
211.89,-6.72526
211.9,-6.82706
211.91,-6.92891
211.92,-7.03075
211.93,-7.13255
211.94,-7.23425
211.95,-7.33583
211.96,-7.43725
211.97,-7.53847
211.98,-7.63948
211.99,-7.74024
212,-7.84073
212.01,-7.94092
212.02,-8.04078
212.03,-8.14028
212.04,-8.23939
212.05,-8.33809
212.06,-8.43633
212.07,-8.53409
212.08,-8.63133
212.09,-8.72801
212.1,-8.82411
212.11,-8.9196
212.12,-9.01445
212.13,-9.10862
212.14,-9.20209
212.15,-9.29482
212.16,-9.3868
212.17,-9.47799
212.18,-9.56837
212.19,-9.6579
212.2,-9.74658
212.21,-9.83436
212.22,-9.92123
212.23,-10.00715
212.24,-10.09211
212.25,-10.17606
212.26,-10.25899
212.27,-10.34087
212.28,-10.42167
212.29,-10.50137
212.3,-10.57995
212.31,-10.65739
212.32,-10.73367
212.33,-10.80879
212.34,-10.88275
212.35,-10.95554
212.36,-11.02715
212.37,-11.09759
212.38,-11.16683
212.39,-11.23489
212.4,-11.30175
212.41,-11.36742
212.42,-11.43192
212.43,-11.49523
212.44,-11.55738
212.45,-11.61837
212.46,-11.6782
212.47,-11.73689
212.48,-11.79443
212.49,-11.85083
212.5,-11.9061
212.51,-11.96024
212.52,-12.01323
212.53,-12.0651
212.54,-12.11582
212.55,-12.16542
212.56,-12.21387
212.57,-12.2612
212.58,-12.30739
212.59,-12.35245
212.6,-12.39639
212.61,-12.43921
212.62,-12.48092
212.63,-12.52153
212.64,-12.56103
212.65,-12.59944
212.66,-12.63676
212.67,-12.673
212.68,-12.70814
212.69,-12.74219
212.7,-12.77514
212.71,-12.80699
212.72,-12.83773
212.73,-12.86735
212.74,-12.89586
212.75,-12.92324
212.76,-12.9495
212.77,-12.97463
212.78,-12.99863
212.79,-13.0215
212.8,-13.04323
212.81,-13.06382
212.82,-13.08327
212.83,-13.10157
212.84,-13.11874
212.85,-13.13475
212.86,-13.14962
212.87,-13.16334
212.88,-13.17592
212.89,-13.18735
212.9,-13.19763
212.91,-13.20676
212.92,-13.21475
212.93,-13.22159
212.94,-13.22729
212.95,-13.23184
212.96,-13.23525
212.97,-13.23751
212.98,-13.23862
212.99,-13.23859
213,-13.23742
213.01,-13.2351
213.02,-13.23163
213.03,-13.22703
213.04,-13.22128
213.05,-13.21439
213.06,-13.20637
213.07,-13.19722
213.08,-13.18693
213.09,-13.17553
213.1,-13.163
213.11,-13.14935
213.12,-13.13459
213.13,-13.11873
213.14,-13.10177
213.15,-13.08372
213.16,-13.06459
213.17,-13.0444
213.18,-13.02316
213.19,-13.00086
213.2,-12.97754
213.21,-12.95318
213.22,-12.92782
213.23,-12.90145
213.24,-12.87411
213.25,-12.84579
213.26,-12.81653
213.27,-12.78632
213.28,-12.75519
213.29,-12.72316
213.3,-12.69023
213.31,-12.65644
213.32,-12.62183
213.33,-12.58644
213.34,-12.55033
213.35,-12.51353
213.36,-12.47608
213.37,-12.43803
213.38,-12.39942
213.39,-12.36028
213.4,-12.32066
213.41,-12.28059
213.42,-12.24008
213.43,-12.19917
213.44,-12.15789
213.45,-12.11625
213.46,-12.07429
213.47,-12.03204
213.48,-11.98951
213.49,-11.94674
213.5,-11.90376
213.51,-11.86061
213.52,-11.81732
213.53,-11.77392
213.54,-11.73045
213.55,-11.68694
213.56,-11.64341
213.57,-11.59991
213.58,-11.55645
213.59,-11.51305
213.6,-11.46971
213.61,-11.42644
213.62,-11.38324
213.63,-11.34014
213.64,-11.29712
213.65,-11.2542
213.66,-11.21139
213.67,-11.1687
213.68,-11.12612
213.69,-11.08365
213.7,-11.04131
213.71,-10.99909
213.72,-10.957
213.73,-10.91503
213.74,-10.87319
213.75,-10.83149
213.76,-10.78993
213.77,-10.7485
213.78,-10.70722
213.79,-10.6661
213.8,-10.62513
213.81,-10.58432
213.82,-10.54368
213.83,-10.50321
213.84,-10.46292
213.85,-10.42281
213.86,-10.38287
213.87,-10.34311
213.88,-10.30351
213.89,-10.26407
213.9,-10.22478
213.91,-10.18565
213.92,-10.14666
213.93,-10.10782
213.94,-10.06912
213.95,-10.03056
213.96,-9.99215
213.97,-9.9539
213.98,-9.91581
213.99,-9.87789
214,-9.84014
214.01,-9.80257
214.02,-9.76519
214.03,-9.728
214.04,-9.691
214.05,-9.65419
214.06,-9.61758
214.07,-9.58117
214.08,-9.54496
214.09,-9.50895
214.1,-9.47315
214.11,-9.43755
214.12,-9.40216
214.13,-9.36696
214.14,-9.33194
214.15,-9.29709
214.16,-9.2624
214.17,-9.22785
214.18,-9.19343
214.19,-9.15913
214.2,-9.12494
214.21,-9.09084
214.22,-9.05681
214.23,-9.02286
214.24,-8.98895
214.25,-8.95507
214.26,-8.92121
214.27,-8.88736
214.28,-8.85349
214.29,-8.8196
214.3,-8.78566
214.31,-8.75164
214.32,-8.71749
214.33,-8.68317
214.34,-8.64863
214.35,-8.61382
214.36,-8.5787
214.37,-8.54323
214.38,-8.50736
214.39,-8.47105
214.4,-8.43427
214.41,-8.39699
214.42,-8.35919
214.43,-8.32083
214.44,-8.28188
214.45,-8.24233
214.46,-8.20214
214.47,-8.1613
214.48,-8.11976
214.49,-8.07751
214.5,-8.0345
214.51,-7.99071
214.52,-7.9461
214.53,-7.90063
214.54,-7.85428
214.55,-7.80702
214.56,-7.75881
214.57,-7.70963
214.58,-7.65946
214.59,-7.6083
214.6,-7.55615
214.61,-7.50302
214.62,-7.4489
214.63,-7.3938
214.64,-7.33771
214.65,-7.28064
214.66,-7.22258
214.67,-7.16356
214.68,-7.10359
214.69,-7.0427
214.7,-6.98091
214.71,-6.91824
214.72,-6.85472
214.73,-6.79037
214.74,-6.72521
214.75,-6.65927
214.76,-6.59256
214.77,-6.5251
214.78,-6.4569
214.79,-6.38799
214.8,-6.31839
214.81,-6.2481
214.82,-6.17714
214.83,-6.10554
214.84,-6.0333
214.85,-5.96045
214.86,-5.88701
214.87,-5.81299
214.88,-5.73841
214.89,-5.66329
214.9,-5.58765
214.91,-5.51151
214.92,-5.43489
214.93,-5.35779
214.94,-5.28025
214.95,-5.20228
214.96,-5.1239
214.97,-5.04511
214.98,-4.96595
214.99,-4.88643
215,-4.80656
215.01,-4.72635
215.02,-4.64584
215.03,-4.56503
215.04,-4.48393
215.05,-4.40258
215.06,-4.32099
215.07,-4.23916
215.08,-4.15713
215.09,-4.07491
215.1,-3.99251
215.11,-3.90995
215.12,-3.82724
215.13,-3.7444
215.14,-3.66144
215.15,-3.57836
215.16,-3.49517
215.17,-3.41189
215.18,-3.32852
215.19,-3.24507
215.2,-3.16155
215.21,-3.07798
215.22,-2.99437
215.23,-2.91075
215.24,-2.82713
215.25,-2.74354
215.26,-2.66
215.27,-2.57653
215.28,-2.49315
215.29,-2.40987
215.3,-2.32674
215.31,-2.24377
215.32,-2.161
215.33,-2.07848
215.34,-1.99624
215.35,-1.91432
215.36,-1.83275
215.37,-1.75157
215.38,-1.67081
215.39,-1.59051
215.4,-1.51069
215.41,-1.43139
215.42,-1.35264
215.43,-1.27446
215.44,-1.19687
215.45,-1.11992
215.46,-1.04362
215.47,-0.968
215.48,-0.89308
215.49,-0.81889
215.5,-0.74546
215.51,-0.67279
215.52,-0.60092
215.53,-0.52986
215.54,-0.45963
215.55,-0.39026
215.56,-0.32176
215.57,-0.25413
215.58,-0.18739
215.59,-0.1215
215.6,-0.05643
215.61,0.00783
215.62,0.07129
215.63,0.134
215.64,0.19595
215.65,0.25718
215.66,0.31771
215.67,0.37754
215.68,0.43669
215.69,0.49517
215.7,0.55301
215.71,0.6102
215.72,0.66676
215.73,0.72271
215.74,0.77805
215.75,0.8328
215.76,0.88698
215.77,0.94059
215.78,0.99367
215.79,1.04621
215.8,1.09825
215.81,1.14979
215.82,1.20085
215.83,1.25145
215.84,1.30161
215.85,1.35132
215.86,1.40062
215.87,1.44951
215.88,1.498
215.89,1.54611
215.9,1.59385
215.91,1.64123
215.92,1.68827
215.93,1.73496
215.94,1.78134
215.95,1.82741
215.96,1.87319
215.97,1.9187
215.98,1.96395
215.99,2.00895
216,2.05373
216.01,2.0983
216.02,2.14267
216.03,2.18684
216.04,2.23082
216.05,2.2746
216.06,2.31818
216.07,2.36156
216.08,2.40474
216.09,2.44771
216.1,2.49048
216.11,2.53304
216.12,2.57539
216.13,2.61753
216.14,2.65946
216.15,2.70116
216.16,2.74265
216.17,2.78391
216.18,2.82495
216.19,2.86575
216.2,2.90633
216.21,2.94668
216.22,2.98679
216.23,3.02665
216.24,3.06627
216.25,3.10563
216.26,3.14474
216.27,3.18359
216.28,3.22218
216.29,3.26049
216.3,3.29854
216.31,3.33631
216.32,3.37382
216.33,3.41105
216.34,3.44801
216.35,3.48471
216.36,3.52113
216.37,3.55728
216.38,3.59316
216.39,3.62877
216.4,3.66411
216.41,3.69916
216.42,3.73392
216.43,3.7684
216.44,3.80257
216.45,3.83645
216.46,3.87002
216.47,3.90328
216.48,3.93623
216.49,3.96887
216.5,4.00121
216.51,4.03324
216.52,4.06497
216.53,4.0964
216.54,4.12754
216.55,4.15838
216.56,4.18894
216.57,4.2192
216.58,4.24919
216.59,4.2789
216.6,4.30834
216.61,4.33751
216.62,4.36642
216.63,4.39508
216.64,4.42348
216.65,4.45162
216.66,4.47953
216.67,4.50719
216.68,4.5346
216.69,4.56178
216.7,4.58871
216.71,4.61541
216.72,4.64187
216.73,4.6681
216.74,4.6941
216.75,4.71986
216.76,4.7454
216.77,4.77072
216.78,4.79582
216.79,4.82071
216.8,4.8454
216.81,4.8699
216.82,4.8942
216.83,4.91831
216.84,4.94223
216.85,4.96595
216.86,4.98947
216.87,5.01277
216.88,5.03584
216.89,5.05866
216.9,5.08123
216.91,5.10353
216.92,5.12556
216.93,5.1473
216.94,5.16875
216.95,5.18991
216.96,5.21077
216.97,5.23132
216.98,5.25156
216.99,5.27149
217,5.29111
217.01,5.31041
217.02,5.32938
217.03,5.34801
217.04,5.36631
217.05,5.38424
217.06,5.4018
217.07,5.41899
217.08,5.43579
217.09,5.45218
217.1,5.46817
217.11,5.48374
217.12,5.49887
217.13,5.51356
217.14,5.52779
217.15,5.54155
217.16,5.55483
217.17,5.56761
217.18,5.57989
217.19,5.59166
217.2,5.6029
217.21,5.61362
217.22,5.62382
217.23,5.63351
217.24,5.64271
217.25,5.65142
217.26,5.65965
217.27,5.6674
217.28,5.67469
217.29,5.68151
217.3,5.68789
217.31,5.69382
217.32,5.69932
217.33,5.70438
217.34,5.70901
217.35,5.71323
217.36,5.71703
217.37,5.72043
217.38,5.72343
217.39,5.72603
217.4,5.72823
217.41,5.73005
217.42,5.73148
217.43,5.73254
217.44,5.73321
217.45,5.73352
217.46,5.73345
217.47,5.73302
217.48,5.73222
217.49,5.73107
217.5,5.72956
217.51,5.7277
217.52,5.7255
217.53,5.72295
217.54,5.72006
217.55,5.71683
217.56,5.71327
217.57,5.70938
217.58,5.70517
217.59,5.70064
217.6,5.6958
217.61,5.69066
217.62,5.68521
217.63,5.67947
217.64,5.67344
217.65,5.66712
217.66,5.66053
217.67,5.65367
217.68,5.64656
217.69,5.6392
217.7,5.63161
217.71,5.62379
217.72,5.61575
217.73,5.60752
217.74,5.59908
217.75,5.59045
217.76,5.58161
217.77,5.57257
217.78,5.56331
217.79,5.55383
217.8,5.54411
217.81,5.53416
217.82,5.52396
217.83,5.5135
217.84,5.50278
217.85,5.49179
217.86,5.48049
217.87,5.46889
217.88,5.45696
217.89,5.44469
217.9,5.43207
217.91,5.41907
217.92,5.40569
217.93,5.39192
217.94,5.37774
217.95,5.36313
217.96,5.3481
217.97,5.33263
217.98,5.31671
217.99,5.30032
218,5.28347
218.01,5.26613
218.02,5.2483
218.03,5.22997
218.04,5.21113
218.05,5.19176
218.06,5.17186
218.07,5.15141
218.08,5.1304
218.09,5.10884
218.1,5.08669
218.11,5.06397
218.12,5.04067
218.13,5.01681
218.14,4.99238
218.15,4.9674
218.16,4.94187
218.17,4.91581
218.18,4.8892
218.19,4.86208
218.2,4.83443
218.21,4.80626
218.22,4.7776
218.23,4.74843
218.24,4.71878
218.25,4.68864
218.26,4.65803
218.27,4.62695
218.28,4.59541
218.29,4.56342
218.3,4.53099
218.31,4.49812
218.32,4.46484
218.33,4.43114
218.34,4.39704
218.35,4.36255
218.36,4.32768
218.37,4.29244
218.38,4.25684
218.39,4.2209
218.4,4.18462
218.41,4.14804
218.42,4.11117
218.43,4.07401
218.44,4.0366
218.45,3.99893
218.46,3.96104
218.47,3.92295
218.48,3.88467
218.49,3.84624
218.5,3.8077
218.51,3.76909
218.52,3.73043
218.53,3.69176
218.54,3.65312
218.55,3.61453
218.56,3.57602
218.57,3.53763
218.58,3.49938
218.59,3.46129
218.6,3.42338
218.61,3.38569
218.62,3.34823
218.63,3.31103
218.64,3.27411
218.65,3.23749
218.66,3.2012
218.67,3.16527
218.68,3.12971
218.69,3.09456
218.7,3.05984
218.71,3.02557
218.72,2.99178
218.73,2.95848
218.74,2.92571
218.75,2.89349
218.76,2.86182
218.77,2.83074
218.78,2.80026
218.79,2.7704
218.8,2.74118
218.81,2.71262
218.82,2.68473
218.83,2.65752
218.84,2.63101
218.85,2.60517
218.86,2.57999
218.87,2.55546
218.88,2.53155
218.89,2.50826
218.9,2.48558
218.91,2.46349
218.92,2.44197
218.93,2.42103
218.94,2.40065
218.95,2.38084
218.96,2.36158
218.97,2.34289
218.98,2.32474
218.99,2.30715
219,2.2901
219.01,2.27359
219.02,2.25762
219.03,2.24218
219.04,2.22725
219.05,2.21284
219.06,2.19893
219.07,2.18551
219.08,2.17258
219.09,2.16012
219.1,2.14813
219.11,2.1366
219.12,2.12552
219.13,2.11488
219.14,2.10468
219.15,2.0949
219.16,2.08553
219.17,2.07657
219.18,2.068
219.19,2.05983
219.2,2.05205
219.21,2.04467
219.22,2.03769
219.23,2.03113
219.24,2.025
219.25,2.0193
219.26,2.01405
219.27,2.00925
219.28,2.00491
219.29,2.00103
219.3,1.99763
219.31,1.9947
219.32,1.99224
219.33,1.99026
219.34,1.98876
219.35,1.98774
219.36,1.98721
219.37,1.98716
219.38,1.98759
219.39,1.98851
219.4,1.98991
219.41,1.99178
219.42,1.99413
219.43,1.99696
219.44,2.00025
219.45,2.00401
219.46,2.00824
219.47,2.01292
219.48,2.01805
219.49,2.02361
219.5,2.02959
219.51,2.03598
219.52,2.04276
219.53,2.04993
219.54,2.05746
219.55,2.06534
219.56,2.07358
219.57,2.08215
219.58,2.09106
219.59,2.10031
219.6,2.10989
219.61,2.11979
219.62,2.13002
219.63,2.14056
219.64,2.15143
219.65,2.1626
219.66,2.17408
219.67,2.18585
219.68,2.19791
219.69,2.21025
219.7,2.22285
219.71,2.23572
219.72,2.24883
219.73,2.2622
219.74,2.27579
219.75,2.28962
219.76,2.30366
219.77,2.31792
219.78,2.33239
219.79,2.34706
219.8,2.36192
219.81,2.37698
219.82,2.39221
219.83,2.40762
219.84,2.4232
219.85,2.43895
219.86,2.45487
219.87,2.47095
219.88,2.48719
219.89,2.50359
219.9,2.52014
219.91,2.53684
219.92,2.55369
219.93,2.5707
219.94,2.58788
219.95,2.60524
219.96,2.6228
219.97,2.64056
219.98,2.65853
219.99,2.67674
220,2.69517
220.01,2.71386
220.02,2.73279
220.03,2.75198
220.04,2.77144
220.05,2.79116
220.06,2.81114
220.07,2.83141
220.08,2.85194
220.09,2.87277
220.1,2.89387
220.11,2.91527
220.12,2.93696
220.13,2.95895
220.14,2.98125
220.15,3.00386
220.16,3.02679
220.17,3.05004
220.18,3.07361
220.19,3.09751
220.2,3.12174
220.21,3.1463
220.22,3.17117
220.23,3.19637
220.24,3.22187
220.25,3.24768
220.26,3.27379
220.27,3.30021
220.28,3.32691
220.29,3.3539
220.3,3.38116
220.31,3.40867
220.32,3.43643
220.33,3.46441
220.34,3.4926
220.35,3.52099
220.36,3.54956
220.37,3.5783
220.38,3.6072
220.39,3.63626
220.4,3.66545
220.41,3.69478
220.42,3.72423
220.43,3.7538
220.44,3.78347
220.45,3.81325
220.46,3.84311
220.47,3.87306
220.48,3.90308
220.49,3.93315
220.5,3.96327
220.51,3.99343
220.52,4.02362
220.53,4.05382
220.54,4.08403
220.55,4.11423
220.56,4.14442
220.57,4.1746
220.58,4.20475
220.59,4.23487
220.6,4.26495
220.61,4.295
220.62,4.325
220.63,4.35495
220.64,4.38484
220.65,4.41467
220.66,4.44442
220.67,4.47408
220.68,4.50365
220.69,4.53311
220.7,4.56245
220.71,4.59166
220.72,4.62073
220.73,4.64964
220.74,4.6784
220.75,4.707
220.76,4.73543
220.77,4.76368
220.78,4.79176
220.79,4.81966
220.8,4.84737
220.81,4.8749
220.82,4.90222
220.83,4.92935
220.84,4.95627
220.85,4.98298
220.86,5.00946
220.87,5.03571
220.88,5.06172
220.89,5.08748
220.9,5.11299
220.91,5.13824
220.92,5.16321
220.93,5.18791
220.94,5.21232
220.95,5.23642
220.96,5.26022
220.97,5.28369
220.98,5.30684
220.99,5.32965
221,5.35211
221.01,5.37423
221.02,5.39598
221.03,5.41738
